DO NOT MODIFY! Scanner has some issues which are yet to be fixed. Changes will be overwritten.

name;games;email;url
Kamichichi;Island SAGA; ;https://store.steampowered.com/search/?developer=Kamichichi&snr=1_5_9__2000
Epixx.org;Rogue's Tale; ;https://store.steampowered.com/search/?developer=Epixx.org&snr=1_5_9__2000
Code Mystics;Atari Vault; ;https://store.steampowered.com/search/?developer=Code%20Mystics&snr=1_5_9__2000
ehmprah;Core Defense,Core Defense: Prelude,,Blacken Slash; ;https://store.steampowered.com/developer/ehmprah?snr=1_5_9__2000
Katapult;CHKN; ;https://store.steampowered.com/search/?developer=Katapult&snr=1_5_9__2000
https://store.steampowered.com/curator/5715946;Planet Centauri; ;https://store.steampowered.com/curator/5715946?snr=1_5_9__2000
AmanitaDesign;Pilgrims; ;https://store.steampowered.com/developer/AmanitaDesign?snr=1_5_9__2000
Sami Maaranen (creator);UnReal World; ;https://store.steampowered.com/search/?developer=Sami%20Maaranen%20%28creator%29&snr=1_5_9__2000
Erkka Lehmus (co-designer);UnReal World; ;https://store.steampowered.com/search/?developer=Erkka%20Lehmus%20%28co-designer%29&snr=1_5_9__2000
ronimo;Awesomenauts - the 2D moba; ;https://store.steampowered.com/developer/ronimo?snr=1_5_9__2000
vanripper;Helltaker; ;https://store.steampowered.com/search/?developer=vanripper&snr=1_5_9__2000
artifexmundi;Grim Legends: The Forsaken Bride,Grim Legends 2: Song of the Dark Swan,Grim Legends 3: The Dark City,Enigmatis 2: The Mists of Ravenwood,Enigmatis 3: The Shadow of Karkhala,Enigmatis: The Ghosts of Maple Creek,Uncharted Tides: Port Royal,Endless Fables: The Minotaur's Curse,Demon Hunter 5: Ascendance,My Brother Rabbit,Demon Hunter 3: Revelation,The Secret Order 7: Shadow Breach,Irony Curtain: From Matryoshka with Love,Path of Sin: Greed,Vampire Legends: The True Story of Kisilova,The Secret Order 5: The Buried Kingdom,Clockwork Tales: Of Glass and Ink,The Secret Order 3: Ancient Times,Endless Fables 2: Frozen Path,The Secret Order 2: Masked Intent,9 Clues: The Secret of Serpent Creek,Left in the Dark: No One on Board,Endless Fables 3: Dark Moor,Queen's Quest 5: Symphony of Death,The Secret Order 6: Bloodline,Nightmares from the Deep: The Cursed Heart,The Myth Seekers: The Legacy of Vulcan,Queen's Quest 2: Stories of Forgotten Past,Dark Arcana: The Carnival,Nightmares from the Deep 3: Davy Jones,Nightmares from the Deep 2: The Siren`s Call,9 Clues 2: The Ward,Ghost Files: The Face of Guilt,Time Mysteries 3: The Final Enigma,The Emerald Maiden: Symphony of Dreams,Eventide: Slavic Fable,The Myth Seekers 2: The Sunken City,Demon Hunter 4: Riddles of Light,Lost Grimoires 3: The Forgotten Well,Abyss: The Wraiths of Eden,The Secret Order 4: Beyond Time,Lost Grimoires: Stolen Kingdom,Queen's Quest 4: Sacred Truce,Noir Chronicles: City of Crime,Mythic Wonders: The Philosopher's Stone,Queen's Quest 3: The End of Dawn,Crime Secrets: Crimson Lily,Scarlett Mysteries: Cursed Child,Modern Tales: Age of Invention,Eventide 3: Legacy of Legends,Persian Nights: Sands of Wonders,Demon Hunter: Chronicles from Beyond,Demon Hunter 2: New Chapter,Mind Snares: Alice's Journey,Dreamwalker: Never Fall Asleep,Chronicles of Magic: Divided Kingdoms,Lost Grimoires 2: Shard of Mystery,Queen's Quest: Tower of Darkness,Eventide 2: The Sorcerers Mirror,Skyland: Heart of the Mountain,Tiny Tales: Heart of the Forest,Fairy Tale Mysteries 2: The Beanstalk,King's Heir: Rise to the Throne,Agent Walker: Secret Journey,Time Mysteries 2: The Ancient Spectres,Time Mysteries: Inheritance - Remastered,Tibetan Quest: Beyond the World's End,Princess Isabella: The Rise of an Heir,Fairy Tale Mysteries: The Puppet Thief,Dark Heritage: Guardians of Hope,Faces of Illusion: The Twin Phantoms; ;https://store.steampowered.com/developer/artifexmundi?snr=1_5_9__2000
DIGIDICED;Gaia Project; ;https://store.steampowered.com/search/?developer=DIGIDICED&snr=1_5_9__2000
Klace;Winds of Change,Major\Minor; ;https://store.steampowered.com/search/?developer=Klace&snr=1_5_9__2000
The Men Who Wear Many Hats;Organ Trail: Director's Cut,Max Gentlemen; ;https://store.steampowered.com/search/?developer=The%20Men%20Who%20Wear%20Many%20Hats&snr=1_5_9__2000
Shawn Hitchcock;Emily Wants to Play Too; ;https://store.steampowered.com/search/?developer=Shawn%20Hitchcock&snr=1_5_9__2000
Headup;Bridge Constructor Portal,Dead Age 2: The Zombie Survival RPG,The Inner World,Truberbrook / Trüberbrook,The Inner World - The Last Wind Monk,Bridge Constructor Medieval,Dead Age,Bridge Constructor,Dead End Job,Bridge Constructor Stunts,Pixel Heroes: Byte & Magic,Runes,Trulon: The Shadow Engine,Bridge Constructor Playground,Shiny The Firefly,Skilltree Saga,Solar Shifter EX,Space Battle Core; ;https://store.steampowered.com/developer/Headup?snr=1_5_9__2000
https://store.steampowered.com/curator/35386338;Crumble; ;https://store.steampowered.com/curator/35386338?snr=1_5_9__2000
Iguana Entertainment;Turok 2: Seeds of Evil,Turok,Forsaken Remastered; ;https://store.steampowered.com/search/?developer=Iguana%20Entertainment&snr=1_5_9__2000
NightDiveStudios;Turok 2: Seeds of Evil,Turok,Forsaken Remastered,Noctropolis; ;https://store.steampowered.com/developer/NightDiveStudios?snr=1_5_9__2000
Quantic Dream (original release);Fahrenheit: Indigo Prophecy Remastered; ;https://store.steampowered.com/search/?developer=Quantic%20Dream%20%28original%20release%29&snr=1_5_9__2000
HiFight;FOOTSIES Rollback Edition; ;https://store.steampowered.com/search/?developer=HiFight&snr=1_5_9__2000
NIGORO;La-Mulana; ;https://store.steampowered.com/search/?developer=NIGORO&snr=1_5_9__2000
creepybro;Creepy Tale 2,Creepy Tale; ;https://store.steampowered.com/developer/creepybro?snr=1_5_9__2000
DOJI;Coffee Noir - Business Detective Game; ;https://store.steampowered.com/search/?developer=DOJI&snr=1_5_9__2000
NAOS Software;Coffee Noir - Business Detective Game; ;https://store.steampowered.com/search/?developer=NAOS%20Software&snr=1_5_9__2000
razzartvisual;Wolf Tails,Love Ribbon,Starlight Vega,Let's Seduce the Heroine!,Queen of the Pack; ;https://store.steampowered.com/developer/razzartvisual?snr=1_5_9__2000
Wx3 Labs;Starcom: Nexus; ;https://store.steampowered.com/search/?developer=Wx3%20Labs&snr=1_5_9__2000
Mografi;Jenny LeClue - Detectivu; ;https://store.steampowered.com/search/?developer=Mografi&snr=1_5_9__2000
samuraipunk;Screencheat; ;https://store.steampowered.com/developer/samuraipunk?snr=1_5_9__2000
Job Talle;Koi Farm; ;https://store.steampowered.com/search/?developer=Job%20Talle&snr=1_5_9__2000
3xBlast;Koi Farm; ;https://store.steampowered.com/search/?developer=3xBlast&snr=1_5_9__2000
GRASSHOPPER MANUFACTURE INC.;The Silver Case,The 25th Ward: The Silver Case; ;https://store.steampowered.com/search/?developer=GRASSHOPPER%20MANUFACTURE%20INC.&snr=1_5_9__2000
Playism;The Silver Case; ;https://store.steampowered.com/developer/Playism?snr=1_5_9__2000
screenwavemediagames;Angry Video Game Nerd I & II Deluxe,Angry Video Game Nerd II: ASSimilation,Eagle Island Twist; ;https://store.steampowered.com/developer/screenwavemediagames?snr=1_5_9__2000
Alexey Davydov;Train Valley,Train Valley 2; ;https://store.steampowered.com/search/?developer=Alexey%20Davydov&snr=1_5_9__2000
Sergey Dvoynikov;Train Valley,Train Valley 2; ;https://store.steampowered.com/search/?developer=Sergey%20Dvoynikov&snr=1_5_9__2000
Timofey Shargorodskiy;Train Valley,Train Valley 2; ;https://store.steampowered.com/search/?developer=Timofey%20Shargorodskiy&snr=1_5_9__2000
Joe Richardson;The Procession to Calvary,Death of the Reprobate,; ;https://store.steampowered.com/search/?developer=Joe%20Richardson&snr=1_5_9__2000
https://store.steampowered.com/curator/33060864;The End Is Nigh; ;https://store.steampowered.com/curator/33060864?snr=1_5_9__2000
glaielgames;The End Is Nigh,Closure,Bombernauts; ;https://store.steampowered.com/developer/glaielgames?snr=1_5_9__2000
Idreamsgames;Sky Force Reloaded,Sky Force Anniversary; ;https://store.steampowered.com/developer/Idreamsgames?snr=1_5_9__2000
GrosChevaux;Unspottable; ;https://store.steampowered.com/search/?developer=GrosChevaux&snr=1_5_9__2000
robotality;Pathway,Halfway; ;https://store.steampowered.com/developer/robotality?snr=1_5_9__2000
TreseBrothers;Star Traders: Frontiers,Templar Battleforce,Heroes of Steel RPG,Star Traders: 4X Empires,Cyber Knights: Flashpoint; ;https://store.steampowered.com/developer/TreseBrothers?snr=1_5_9__2000
Maschinen-Mensch;Curious Expedition; ;https://store.steampowered.com/developer/Maschinen-Mensch?snr=1_5_9__2000
QCF Design;Desktop Dungeons; ;https://store.steampowered.com/search/?developer=QCF%20Design&snr=1_5_9__2000
Juicy Beast Studio;Knightmare Tower; ;https://store.steampowered.com/search/?developer=Juicy%20Beast%20Studio&snr=1_5_9__2000
Maldo19;The Horror Of Salazar House; ;https://store.steampowered.com/search/?developer=Maldo19&snr=1_5_9__2000
Late Night Games;cyberpunkdreams; ;https://store.steampowered.com/search/?developer=Late%20Night%20Games&snr=1_5_9__2000
suspicious;Gunpoint,Floating Point; ;https://store.steampowered.com/developer/suspicious?snr=1_5_9__2000
David Wehle;The First Tree,Home is Where One Starts...; ;https://store.steampowered.com/search/?developer=David%20Wehle&snr=1_5_9__2000
Critique Gaming;Interrogation: You will be deceived,Brain Please Don't,Domains of Dusk,Good Morning, A.I.,; ;https://store.steampowered.com/search/?developer=Critique%20Gaming&snr=1_5_9__2000
Revival Productions, LLC;Overload,Overload Playable Teaser 3.0; ;https://store.steampowered.com/search/?developer=Revival%20Productions%2C%20LLC&snr=1_5_9__2000
General Interactive Co.;Terroir; ;https://store.steampowered.com/search/?developer=General%20Interactive%20Co.&snr=1_5_9__2000
Milestone;MXGP3 - The Official Motocross Videogame,Gravel; ;https://store.steampowered.com/developer/Milestone?snr=1_5_9__2000
Revolution;Beyond a Steel Sky,Broken Sword 2 - the Smoking Mirror: Remastered,Broken Sword 5 - the Serpent's Curse,Broken Sword: Director's Cut; ;https://store.steampowered.com/developer/Revolution?snr=1_5_9__2000
AIGRIND;Warspear Online; ;https://store.steampowered.com/search/?developer=AIGRIND&snr=1_5_9__2000
HumaNature Studios;ToeJam & Earl: Back in the Groove!; ;https://store.steampowered.com/search/?developer=HumaNature%20Studios&snr=1_5_9__2000
pocketwatch;Tooth and Tail; ;https://store.steampowered.com/developer/pocketwatch?snr=1_5_9__2000
Parabole;Kona; ;https://store.steampowered.com/search/?developer=Parabole&snr=1_5_9__2000
2zombie;Quest Hunter; ;https://store.steampowered.com/developer/2zombie?snr=1_5_9__2000
DLDev;Wildshape - Map Editor (free demo); ;https://store.steampowered.com/search/?developer=DLDev&snr=1_5_9__2000
Kongregate;Pine,Hell is Other Demons; ;https://store.steampowered.com/developer/Kongregate?snr=1_5_9__2000
LunarRayGames;Timespinner; ;https://store.steampowered.com/developer/LunarRayGames?snr=1_5_9__2000
age-of-fear;Age of Fear: The Undead King GOLD,Age of Fear 4: The Iron Killer,Age of Fear 3: The Legend,Age of Fear 2: The Chaos Lord GOLD,Age of Fear: The Undead King,Age of Fear: The Free World,Age of Fear 5: The Day of the Rat,; ;https://store.steampowered.com/developer/age-of-fear?snr=1_5_9__2000
Kaan Soral;Adventure Land - The Code MMORPG; ;https://store.steampowered.com/search/?developer=Kaan%20Soral&snr=1_5_9__2000
BlazingPlanetStudio;The Choice of Life: Middle Ages,CyberHive,Lanternium,Druid,The Choice of Life: Middle Ages 2,The Choice of Life: New Centurion; ;https://store.steampowered.com/developer/BlazingPlanetStudio?snr=1_5_9__2000
Blastmode;Mighty Goose; ;https://store.steampowered.com/search/?developer=Blastmode&snr=1_5_9__2000
MP2 Games;Mighty Goose; ;https://store.steampowered.com/search/?developer=MP2%20Games&snr=1_5_9__2000
nerial;Reigns,Reigns: Her Majesty,Reigns: Game of Thrones; ;https://store.steampowered.com/developer/nerial?snr=1_5_9__2000
klabater;Help Will Come Tomorrow,Heliborne Collection,ALICE VR,From Shadows; ;https://store.steampowered.com/developer/klabater?snr=1_5_9__2000
gamelabsinc;Ultimate General: Gettysburg; ;https://store.steampowered.com/developer/gamelabsinc?snr=1_5_9__2000
Numinous Games;That Dragon, Cancer,That Dragon, Cancer,That Dragon, Cancer,That Dragon, Cancer; ;https://store.steampowered.com/search/?developer=Numinous%20Games&snr=1_5_9__2000
Dicesuki;Cinderella Phenomenon: Evermore,Cinderella Phenomenon - Otome/Visual Novel; ;https://store.steampowered.com/search/?developer=Dicesuki&snr=1_5_9__2000
npckc;A YEAR OF SPRINGS,one night, hot springs,one night, hot springs; ;https://store.steampowered.com/developer/npckc?snr=1_5_9__2000
eirteam;Project Heartbeat; ;https://store.steampowered.com/developer/eirteam?snr=1_5_9__2000
Marxnet;RPG MO; ;https://store.steampowered.com/search/?developer=Marxnet&snr=1_5_9__2000
Pixel Crow;Beat Cop; ;https://store.steampowered.com/search/?developer=Pixel%20Crow&snr=1_5_9__2000
Caravel Games;DROD: Gunthro and the Epic Blunder,DROD: The Second Sky,DROD RPG: Tendry's Tale; ;https://store.steampowered.com/search/?developer=Caravel%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/39003966;Silicon City; ;https://store.steampowered.com/curator/39003966?snr=1_5_9__2000
Aarne 'MekaSkull' Hunziker;Cyber Shadow; ;https://store.steampowered.com/search/?developer=Aarne%20%26quot%3BMekaSkull%26quot%3B%20Hunziker&snr=1_5_9__2000
https://store.steampowered.com/curator/33039777;Strangeland,Primordia; ;https://store.steampowered.com/curator/33039777?snr=1_5_9__2000
ASHGAMES;Growbot,Unforeseen Incidents,Nelly Cootalot: The Fowl Fleet,Mutropolis,Nelly Cootalot: Spoonbeaks Ahoy! HD,GhostControl Inc.,Café International; ;https://store.steampowered.com/developer/ASHGAMES?snr=1_5_9__2000
DomGries;Refunct; ;https://store.steampowered.com/developer/DomGries?snr=1_5_9__2000
Dez;OBEY; ;https://store.steampowered.com/search/?developer=Dez&snr=1_5_9__2000
Curious Planet;The End of Dyeus,Worlds; ;https://store.steampowered.com/search/?developer=Curious%20Planet&snr=1_5_9__2000
CHUMBOSOFT LLC;HEARTBEAT; ;https://store.steampowered.com/search/?developer=CHUMBOSOFT%20LLC&snr=1_5_9__2000
Arbitrary Metric;Paratopic; ;https://store.steampowered.com/search/?developer=Arbitrary%20Metric&snr=1_5_9__2000
Bit Kid, Inc.;Chasm; ;https://store.steampowered.com/search/?developer=Bit%20Kid%2C%20Inc.&snr=1_5_9__2000
Crazysoft Limited;Educational Games for Kids,Zeus Quest Remastered,Frutakia 2,Raining Coins,Classic Snake Adventures,Crazy Athletics - Summer Sports & Games; ;https://store.steampowered.com/search/?developer=Crazysoft%20Limited&snr=1_5_9__2000
GFX47;GLADIABOTS - AI Combat Arena; ;https://store.steampowered.com/developer/GFX47?snr=1_5_9__2000
Lone Pine Games, LLC;NewCity; ;https://store.steampowered.com/search/?developer=Lone%20Pine%20Games%2C%20LLC&snr=1_5_9__2000
@unepic_fran;UnEpic; ;https://store.steampowered.com/search/?developer=%40unepic_fran&snr=1_5_9__2000
ColdBeamGames;Beat Hazard; ;https://store.steampowered.com/developer/ColdBeamGames?snr=1_5_9__2000
Hitbox Team;Dustforce DX; ;https://store.steampowered.com/search/?developer=Hitbox%20Team&snr=1_5_9__2000
Lached Up Games;Max's Big Bust - A Captain Nekorai Tale; ;https://store.steampowered.com/search/?developer=Lached%20Up%20Games&snr=1_5_9__2000
thebrokenhorn;The Crown of Leaves; ;https://store.steampowered.com/developer/thebrokenhorn?snr=1_5_9__2000
positech;Democracy 3,Gratuitous Space Battles,Gratuitous Space Battles 2; ;https://store.steampowered.com/developer/positech?snr=1_5_9__2000
musegames;Guns of Icarus Alliance,Guns of Icarus Online; ;https://store.steampowered.com/developer/musegames?snr=1_5_9__2000
LRDGames, Inc.;Rogue State Revolution; ;https://store.steampowered.com/search/?developer=LRDGames%2C%20Inc.&snr=1_5_9__2000
Topware Interactive;Knights and Merchants; ;https://store.steampowered.com/search/?developer=Topware%20Interactive&snr=1_5_9__2000
tomlabgames;Pictopix; ;https://store.steampowered.com/developer/tomlabgames?snr=1_5_9__2000
Koksny.com;Creatura; ;https://store.steampowered.com/search/?developer=Koksny.com&snr=1_5_9__2000
vertigogaminginc;Cook, Serve, Delicious!,Cook, Serve, Delicious! 2!!,Cook, Serve, Delicious! 2!!,Cook, Serve, Delicious!,Cook, Serve, Delicious! 2!!,Cook, Serve, Delicious!,Cook, Serve, Delicious! 2!!,Cook, Serve, Delicious!; ;https://store.steampowered.com/developer/vertigogaminginc?snr=1_5_9__2000
LAN - GAMES LTD;Rento Fortune: Online Dice Board Game (大富翁); ;https://store.steampowered.com/search/?developer=LAN%20-%20GAMES%20LTD&snr=1_5_9__2000
PQubeGames;Arcade Spirits,Don't Disturb,RAZED; ;https://store.steampowered.com/developer/PQubeGames?snr=1_5_9__2000
Digital Reality;Imperium Galactica II; ;https://store.steampowered.com/search/?developer=Digital%20Reality&snr=1_5_9__2000
Gyroscope Games;Imperium Galactica II; ;https://store.steampowered.com/search/?developer=Gyroscope%20Games&snr=1_5_9__2000
sekaiproject;Heart of the Woods,Fatal Twelve,Sunrider Academy,Highway Blossoms,Shining Song Starnova,Sunrider: Liberation Day - Captain's Edition,WORLD END ECONOMiCA episode.01,WORLD END ECONOMiCA episode.02,WORLD END ECONOMiCA episode.03,Real Life Plus Ver. Kaname Komatsuzaki,National Park Girls,Love at First Sight,Sound of Drop - fall into poison -,Just Deserts,Undead Darlings ~no cure for love~,Narcissu 1st & 2nd,The Falconers: Moonlight,Rising Angels: Hope,Trapper Knight, Sharpshooter Princess,Creature Romances: Kokonoe Kokoro,The Orchard of Stray Sheep,Tobari and the Night of the Curious Moon,VOID,Rising Angels: Reborn,The Waters Above: Prelude,Sunrider: Mask of Arcadius,Eternal Hour: Golden Hour,Lucid9: Inciting Incident,Selenon Rising,ATOM GRRRL!!,Love, Guitars, and the Nashville Skyline,Love Duction! The Guide for Galactic Lovers,Last Stanza,Order of Ataxia: Initial Effects,Hana's Campus Life!; ;https://store.steampowered.com/developer/sekaiproject?snr=1_5_9__2000
firebladesoftware;Abandon Ship; ;https://store.steampowered.com/developer/firebladesoftware?snr=1_5_9__2000
Valentin Lievre;Hex of Steel; ;https://store.steampowered.com/search/?developer=Valentin%20Lievre&snr=1_5_9__2000
1917 Studios;Heads Will Roll; ;https://store.steampowered.com/search/?developer=1917%20Studios&snr=1_5_9__2000
